"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 03 20:16:43 IST 2023","Tue Jan 03 20:17:15 IST 2023","32116","","IG Connect - APIs","","IGCommonAPI_TC014_Validate_GatewayDetails","","IGCommonAPI_TC014_Validate_GatewayDetails",""
